Protein_id	Family	Subfamily	Subclade	Group
EukM6_46617_tax	1	21649	21668	pbt_EukM6_46617_tax
EukM6_5728800_tax	1	21649	21668	pbt_EukM6_5728800_tax
EukM6_1534757_tax	1	21649	21668	tbl_EukM6_1534757_tax
EukM6_5763823_tax	1	21649	21668	pbt_EukM6_5763823_tax
EukM6_1669715_tax	1	21649	21668	pbt_EukM6_1669715_tax
EukM6_74410_tax	1	21649	21668	pbt_EukM6_74410_tax
EukM6_2558937_tax	1	21649	21668	pbt_EukM6_2558937_tax
EukM6_91102_tax	1	21649	21668	21715
EukM6_3268516_tax	1	21649	21668	21715
EukM6_247175_tax	1	21649	21668	tbl_EukM6_247175_tax
EukM6_6132522_tax	1	21649	21668	tbl_EukM6_6132522_tax
EukM6_1133127_tax	1	21649	21668	tbl_EukM6_1133127_tax
EukM6_1714010_tax	1	21649	21668	pbt_EukM6_1714010_tax
EukM6_1691370_tax	1	21649	21668	pbt_EukM6_1691370_tax
EukM6_1714873_tax	1	21649	21668	pbt_EukM6_1714873_tax
EukM6_1713309_tax	1	21649	21668	tbl_EukM6_1713309_tax
EukM6_2880280_tax	1	21649	21668	tbl_EukM6_2880280_tax
EukM6_6307506_tax	1	21649	21668	tbl_EukM6_6307506_tax
EukM6_2869364_tax	1	21649	21668	pbt_EukM6_2869364_tax
EukM6_2865705_tax	1	21649	21668	pbt_EukM6_2865705_tax
EukM6_1131274_tax	1	21649	21668	tbl_EukM6_1131274_tax
EukM6_2815936_tax	1	21649	21668	tbl_EukM6_2815936_tax
EukM6_2869365_tax	1	21649	21668	pbt_EukM6_2869365_tax
EukM6_2835007_tax	1	21649	21668	pbt_EukM6_2835007_tax
EukM6_2849161_tax	1	21649	21668	tbl_EukM6_2849161_tax
EukM6_5625006_tax	1	21649	21668	21732
EukM6_5624554_tax	1	21649	21668	21732
EukM6_2777025_tax	1	21649	21668	tbl_EukM6_2777025_tax
EukM6_2537134_tax	1	21649	21668	21735
EukM6_2522500_tax	1	21649	21668	21735
EukM6_5621230_tax	1	21649	21668	21735
EukM6_3444019_tax	1	21649	21668	21737
EukM6_2640232_tax	1	21649	21668	21737
EukM6_2619137_tax	1	21649	21668	tbl_EukM6_2619137_tax
EukM6_3032441_tax	1	21649	21668	tbl_EukM6_3032441_tax
EukM6_2720612_tax	1	21649	pb_21667	tbl_EukM6_2720612_tax
EukM6_5669060_tax	1	21649	pb_21667	tbl_EukM6_5669060_tax
EukM6_5856929_tax	1	21649	21745	tbl_EukM6_5856929_tax
EukM6_3664193_tax	1	21649	21745	tbl_EukM6_3664193_tax
Bac226_3970873_tax	1	21649	21746	pbt_Bac226_3970873_tax
Bac226_27583895_tax	1	21649	21746	pbt_Bac226_27583895_tax
Bac226_239001078_tax	1	21649	21746	tbl_Bac226_239001078_tax
EukM6_4946890_tax	1	21649	pb_21742	tbl_EukM6_4946890_tax
EukM6_1289553_tax	1	21649	pb_21742	tbl_EukM6_1289553_tax
EukM6_1079200_tax	1	21649	21751	21752
EukM6_5600533_tax	1	21649	21751	21752
EukM6_5203600_tax	1	21649	21751	tbl_EukM6_5203600_tax
EukM6_1900092_tax	1	21649	pb_21750	21753
EukM6_1900091_tax	1	21649	pb_21750	21753
EukM6_5965876_tax	1	21649	pb_21742	tbl_EukM6_5965876_tax
EukM6_3509926_tax	1	21649	pb_21754	tbl_EukM6_3509926_tax
EukM6_2006454_tax	1	21649	pb_21754	tbl_EukM6_2006454_tax
EukM6_2694757_tax	1	21649	21756	21758
EukM6_2690400_tax	1	21649	21756	21758
EukM6_2699345_tax	1	21649	21756	tbl_EukM6_2699345_tax
EukM6_1424415_tax	1	21649	21756	tbl_EukM6_1424415_tax
EukM6_1577757_tax	1	21649	21761	pbt_EukM6_1577757_tax
EukM6_1581299_tax	1	21649	21761	pbt_EukM6_1581299_tax
EukM6_1493082_tax	1	21649	21761	21765
EukM6_3077492_tax	1	21649	21761	21765
Bac226_358345491_tax	1	21649	21761	21765
EukM6_6208112_tax	1	21649	21761	tbl_EukM6_6208112_tax
EukM6_3513170_tax	1	21649	21761	tbl_EukM6_3513170_tax
EukM6_5960291_tax	1	21649	pb_21759	tbl_EukM6_5960291_tax
EukM6_5742594_tax	1	21649	21767	pb_21769
EukM6_3520430_tax	1	21649	21767	pb_21769
EukM6_5758574_tax	1	21649	21767	pb_21769
EukM6_3523111_tax	1	21649	21767	pb_21769
EukM6_3520263_tax	1	21649	21767	pb_21769
EukM6_3521186_tax	1	21649	21767	21773
EukM6_5749761_tax	1	21649	21767	21773
EukM6_4972457_tax	1	21649	21767	tbl_EukM6_4972457_tax
EukM6_1178148_tax	1	21649	21778	21779
EukM6_5684500_tax	1	21649	21778	21779
EukM6_1176285_tax	1	21649	21778	21779
EukM6_5688194_tax	1	21649	21778	21781
EukM6_362329_tax	1	21649	21778	21781
EukM6_2746868_tax	1	21649	21778	21781
EukM6_6142556_tax	1	21649	21778	21781
EukM6_4081535_tax	1	21649	pb_21776	tbl_EukM6_4081535_tax
EukM6_441512_tax	1	21649	pb_21776	tbl_EukM6_441512_tax
EukM6_3371453_tax	1	21649	pb_21776	tbl_EukM6_3371453_tax
EukM6_3408784_tax	1	21649	21785	tbl_EukM6_3408784_tax
EukM6_1281710_tax	1	21649	21785	tbl_EukM6_1281710_tax
EukM6_1281709_tax	1	21649	21785	tbl_EukM6_1281709_tax
EukM6_4119988_tax	1	21649	21785	tbl_EukM6_4119988_tax
EukM6_5738019_tax	1	21649	21785	tbl_EukM6_5738019_tax
EukM6_5729017_tax	1	21649	21785	tbl_EukM6_5729017_tax
EukM6_5738015_tax	1	21649	21785	tbl_EukM6_5738015_tax
EukM6_5730836_tax	1	21649	21785	tbl_EukM6_5730836_tax
EukM6_4106098_tax	1	21649	pbt_EukM6_4106098_tax	tbl_EukM6_4106098_tax
EukM6_3034880_tax	1	21649	pbt_EukM6_3034880_tax	tbl_EukM6_3034880_tax
Bac226_256599230_tax	1	21649	tal_Bac226_256599230_tax	21796
Bac226_111575830_tax	1	21649	tal_Bac226_111575830_tax	21796
Bac226_96092117_tax	1	21649	tbl_Bac226_96092117_tax	tbl_Bac226_96092117_tax
Bac226_132130123_tax	1	21649	21797	tbl_Bac226_132130123_tax
Bac226_373702301_tax	1	21649	21797	tbl_Bac226_373702301_tax
Bac226_349137407_tax	1	21649	21797	tbl_Bac226_349137407_tax
Bac226_215888647_tax	1	21649	21797	tbl_Bac226_215888647_tax
Bac226_398594550_tax	1	21649	pb_21802	tbl_Bac226_398594550_tax
Bac226_115683647_tax	1	21649	pb_21802	tbl_Bac226_115683647_tax
Bac226_34580481_tax	1	21649	pb_21802	tbl_Bac226_34580481_tax
Bac226_265508666_tax	1	21649	21805	tbl_Bac226_265508666_tax
Bac226_213839101_tax	1	21649	21805	tbl_Bac226_213839101_tax
Bac226_100738689_tax	1	21649	21808	tbl_Bac226_100738689_tax
Bac226_166324197_tax	1	21649	21808	tbl_Bac226_166324197_tax
Bac226_22248299_tax	1	21649	pb_21806	tbl_Bac226_22248299_tax
Bac226_202218679_tax	1	21649	21812	tbl_Bac226_202218679_tax
Bac226_156352350_tax	1	21649	21812	tbl_Bac226_156352350_tax
Bac226_349822574_tax	1	21649	pb_21809	tbl_Bac226_349822574_tax
Bac226_63618495_tax	1	21649	pb_21809	tbl_Bac226_63618495_tax
Bac226_191597516_tax	1	21649	21816	21823
Bac226_168732921_tax	1	21649	21816	21823
Bac226_367411701_tax	1	21649	21816	21824
Bac226_259270508_tax	1	21649	21816	21824
Bac226_38855280_tax	1	21649	21816	21825
Bac226_87975701_tax	1	21649	21816	21825
Bac226_378175204_tax	1	21649	21816	pb_21831
Bac226_346744987_tax	1	21649	21816	pb_21831
Bac226_325553567_tax	1	21649	21816	21833
Arc226_5329975_tax	1	21649	21816	21833
Bac226_411967566_tax	1	21649	21816	tbl_Bac226_411967566_tax
Bac226_132846495_tax	1	21649	21816	21835
Bac226_233268962_tax	1	21649	21816	21835
Bac226_394388259_tax	1	21649	21816	21835
Bac226_184625948_tax	1	21649	21816	21837
Bac226_68264718_tax	1	21649	21816	21837
Bac226_45378021_tax	1	21649	21816	pb_21840
Bac226_373909619_tax	1	21649	21816	pb_21842
Bac226_153767742_tax	1	21649	21816	pb_21842
Bac226_17279695_tax	1	21649	21816	pb_21842
Bac226_85366270_tax	1	21649	21816	pb_21842
Bac226_32704436_tax	1	21649	21816	pb_21840
Bac226_315056994_tax	1	21649	21816	pb_21840
Bac226_81913105_tax	1	21649	21816	21846
Bac226_148600120_tax	1	21649	21816	21846
Bac226_69116710_tax	1	21649	21816	21846
Bac226_279005940_tax	1	21649	21816	21846
Bac226_102299154_tax	1	21649	21816	21846
Bac226_402328164_tax	1	21649	21816	21846
Bac226_271331489_tax	1	21649	21816	21846
Bac226_12478765_tax	1	21649	21816	tbl_Bac226_12478765_tax
Bac226_423317531_tax	1	21649	21816	21854
Bac226_173196898_tax	1	21649	21816	21854
Bac226_151797868_tax	1	21649	21816	21854
Bac226_194613174_tax	1	21649	21816	21854
Bac226_61595224_tax	1	21649	21816	21854
Bac226_45533552_tax	1	21649	21816	21858
Bac226_15097936_tax	1	21649	21816	21858
Bac226_141964416_tax	1	21649	21816	tbl_Bac226_141964416_tax
Bac226_123101605_tax	1	21649	21816	tbl_Bac226_123101605_tax
Bac226_185952347_tax	1	21649	21816	pbt_Bac226_185952347_tax
Bac226_282095701_tax	1	21649	21816	21865
Bac226_107010765_tax	1	21649	21816	21865
Bac226_145183345_tax	1	21649	21816	pb_21864
Bac226_74572254_tax	1	21649	21816	pb_21864
Bac226_293119982_tax	1	21649	21816	pb_21864
Bac226_304872441_tax	1	21649	21816	pb_21864
Bac226_17233878_tax	1	21649	21816	21870
Bac226_179283286_tax	1	21649	21816	21870
Bac226_36080647_tax	1	21649	21816	21871
Bac226_148981264_tax	1	21649	21816	21871
Bac226_411084436_tax	1	21649	21816	21874
Bac226_314684742_tax	1	21649	21816	21874
Bac226_13208090_tax	1	21649	21816	21874
Bac226_356170154_tax	1	21649	21816	21878
Bac226_12637809_tax	1	21649	21816	21878
Bac226_49113178_tax	1	21649	21816	pbt_Bac226_49113178_tax
Bac226_417345301_tax	1	21649	21816	pbt_Bac226_417345301_tax
Bac226_347778080_tax	1	21649	21816	21880
Bac226_89115090_tax	1	21649	21816	21880
Bac226_139602538_tax	1	21649	21816	21880
Bac226_303666677_tax	1	21649	21816	21880
Bac226_59298532_tax	1	21649	21816	21880
Bac226_272681850_tax	1	21649	21816	21880
Bac226_113269801_tax	1	21649	21816	21880
Bac226_102192401_tax	1	21649	21816	21880
Bac226_164865279_tax	1	21649	21816	21880
Bac226_106581826_tax	1	21649	21816	21880
Bac226_102697097_tax	1	21649	21816	21880
Bac226_299967066_tax	1	21649	21816	21890
Bac226_254162971_tax	1	21649	21816	21890
Bac226_121025988_tax	1	21649	21816	21894
Bac226_214144873_tax	1	21649	21816	21894
Bac226_117646382_tax	1	21649	21816	21894
Bac226_285844982_tax	1	21649	21816	pbt_Bac226_285844982_tax
Bac226_294810136_tax	1	21649	21816	tbl_Bac226_294810136_tax
Bac226_270000104_tax	1	21649	21816	21900
Bac226_43245768_tax	1	21649	21816	21900
Bac226_381437529_tax	1	21649	21816	21900
Bac226_307187453_tax	1	21649	21816	21900
Bac226_144733497_tax	1	21649	21816	21900
Bac226_94650676_tax	1	21649	21816	21900
Bac226_309989286_tax	1	21649	21816	21905
Bac226_163529946_tax	1	21649	21816	21905
Bac226_408304203_tax	1	21649	21816	21905
Bac226_308350026_tax	1	21649	21816	21907
Bac226_94686663_tax	1	21649	21816	21907
Bac226_299200883_tax	1	21649	21816	pbt_Bac226_299200883_tax
Bac226_52338988_tax	1	21649	21816	pbt_Bac226_52338988_tax
Bac226_138569297_tax	1	21649	21816	pbt_Bac226_138569297_tax
Bac226_306758073_tax	1	21649	21816	pbt_Bac226_306758073_tax
Bac226_280685275_tax	1	21649	21816	pbt_Bac226_280685275_tax
Bac226_400255558_tax	1	21649	21816	21914
Bac226_114063293_tax	1	21649	21816	21914
Bac226_176537732_tax	1	21649	21816	pbt_Bac226_176537732_tax
Bac226_109362466_tax	1	21649	21816	tbl_Bac226_109362466_tax
Bac226_139025283_tax	1	21649	21816	tbl_Bac226_139025283_tax
Bac226_277224539_tax	1	21649	21816	pbt_Bac226_277224539_tax
Bac226_356545429_tax	1	21649	21816	pbt_Bac226_356545429_tax
Bac226_277767287_tax	1	21649	21816	21920
Bac226_219056689_tax	1	21649	21816	21920
Bac226_203999884_tax	1	21649	21816	tbl_Bac226_203999884_tax
Bac226_321538041_tax	1	21649	21816	pbt_Bac226_321538041_tax
Bac226_42881608_tax	1	21649	21816	pbt_Bac226_42881608_tax
Bac226_262515330_tax	1	21649	21816	pbt_Bac226_262515330_tax
Bac226_310533597_tax	1	21649	21816	pbt_Bac226_310533597_tax
Bac226_353085107_tax	1	21649	21816	pb_21929
Bac226_321662427_tax	1	21649	21816	21932
Bac226_207332479_tax	1	21649	21816	21932
Bac226_234446890_tax	1	21649	21816	21932
Bac226_294694812_tax	1	21649	21816	21932
Bac226_422973658_tax	1	21649	21816	pb_21929
Bac226_130490414_tax	1	21649	21816	21936
Bac226_335831504_tax	1	21649	21816	21936
Bac226_115238657_tax	1	21649	21816	pb_21929
Bac226_23001011_tax	1	21649	21816	pbt_Bac226_23001011_tax
Bac226_145175553_tax	1	21649	21816	pb_21939
Bac226_382109659_tax	1	21649	21816	pb_21939
Bac226_317080435_tax	1	21649	21816	21942
Bac226_164927559_tax	1	21649	21816	21942
Bac226_152248209_tax	1	21649	21816	21942
Bac226_386907854_tax	1	21649	21816	pb_21939
Bac226_304723507_tax	1	21649	21816	21944
Bac226_288529992_tax	1	21649	21816	21944
Bac226_276323629_tax	1	21649	21816	21944
Bac226_64108996_tax	1	21649	21816	21944
Bac226_176027129_tax	1	21649	21816	21947
Bac226_160477239_tax	1	21649	21816	21947
Bac226_188188495_tax	1	21649	21816	21947
Bac226_80091164_tax	1	21649	21816	tbl_Bac226_80091164_tax
Bac226_327981335_tax	1	21649	21816	21951
Bac226_22140123_tax	1	21649	21816	21951
Bac226_133044551_tax	1	21649	21816	pb_21952
Bac226_12723083_tax	1	21649	21816	pb_21952
Bac226_284248863_tax	1	21649	21816	pb_21952
Bac226_181618542_tax	1	21649	21816	21955
Bac226_241655749_tax	1	21649	21816	21955
Bac226_99665624_tax	1	21649	21816	pb_21960
Bac226_74452322_tax	1	21649	21816	pb_21960
Bac226_64261774_tax	1	21649	21816	pb_21960
Bac226_42959257_tax	1	21649	21816	pb_21960
Bac226_156822343_tax	1	21649	21816	pb_21960
Bac226_51615956_tax	1	21649	21816	pb_21960
Bac226_86315275_tax	1	21649	21816	21965
Bac226_393398210_tax	1	21649	21816	21965
Bac226_149147882_tax	1	21649	21816	21965
Bac226_58523403_tax	1	21649	21816	21965
Bac226_160224469_tax	1	21649	21816	21965
Bac226_161172745_tax	1	21649	21816	21965
Bac226_55791571_tax	1	21649	21816	21965
Bac226_49539617_tax	1	21649	21816	21965
Bac226_8265272_tax	1	21649	21816	21965
Bac226_215330544_tax	1	21649	21816	21965
Bac226_122989101_tax	1	21649	21816	21965
Bac226_37898366_tax	1	21649	21816	21965
Bac226_272274426_tax	1	21649	21816	21965
Bac226_287509640_tax	1	21649	21816	21980
Bac226_155093202_tax	1	21649	21816	21980
Bac226_183970212_tax	1	21649	21816	21981
Bac226_143636533_tax	1	21649	21816	21981
Bac226_193837072_tax	1	21649	21816	21981
Bac226_53653489_tax	1	21649	21816	21981
Bac226_412529813_tax	1	21649	21816	21981
Bac226_33789513_tax	1	21649	21816	21981
Bac226_136706535_tax	1	21649	21816	21981
Bac226_113188450_tax	1	21649	21816	21981
Bac226_131317588_tax	1	21649	21816	21981
Bac226_344069192_tax	1	21649	21816	21981
Bac226_240755874_tax	1	21649	21816	21981
Bac226_415280017_tax	1	21649	21816	21981
Bac226_348373331_tax	1	21649	21816	21981
Bac226_125904294_tax	1	21649	21816	21981
Bac226_146324912_tax	1	21649	21816	21981
Bac226_354463506_tax	1	21649	21816	21981
Bac226_379026746_tax	1	21649	21816	21981
Bac226_245805623_tax	1	21649	21816	21981
Bac226_144187345_tax	1	21649	21816	21981
Bac226_380406066_tax	1	21649	21816	21981
Bac226_38852940_tax	1	21649	21816	21981
Bac226_316680217_tax	1	21649	21816	21981
Bac226_88800055_tax	1	21649	21816	21981
Bac226_230284543_tax	1	21649	21816	21981
Bac226_25076591_tax	1	21649	21816	21981
Bac226_269334038_tax	1	21649	21816	21981
Bac226_422957024_tax	1	21649	21816	21981
Bac226_415375409_tax	1	21649	21816	21981
Bac226_342371893_tax	1	21649	21816	21981
Bac226_293776823_tax	1	21649	21816	21981
Bac226_391998561_tax	1	21649	21816	21981
Bac226_346333962_tax	1	21649	21816	21981
Bac226_85035820_tax	1	21649	21816	21981
Bac226_9903302_tax	1	21649	21816	21981
Bac226_356621502_tax	1	21649	21816	21981
Bac226_265056111_tax	1	21649	21816	21981
Bac226_52596370_tax	1	21649	21816	21981
Bac226_234233131_tax	1	21649	21816	21981
Bac226_275185686_tax	1	21649	21816	21981
Bac226_175764505_tax	1	21649	21816	21981
Bac226_1837153_tax	1	21649	21816	21981
Bac226_173178863_tax	1	21649	21816	21981
Bac226_339956065_tax	1	21649	21816	21981
Bac226_206442649_tax	1	21649	21816	21981
Bac226_99665296_tax	1	21649	21816	22025
Bac226_11522383_tax	1	21649	21816	22025
Bac226_192546157_tax	1	21649	21816	pbt_Bac226_192546157_tax
Bac226_107356684_tax	1	21649	21816	pb_22028
Bac226_39204317_tax	1	21649	21816	22030
Bac226_112833816_tax	1	21649	21816	22030
Bac226_343116691_tax	1	21649	21816	22030
Bac226_93911553_tax	1	21649	21816	22030
Bac226_205208841_tax	1	21649	21816	22030
Bac226_243457402_tax	1	21649	21816	22030
Bac226_371877040_tax	1	21649	21816	22030
Bac226_120428241_tax	1	21649	21816	22036
Bac226_133793714_tax	1	21649	21816	22036
Bac226_278862794_tax	1	21649	21816	22036
Bac226_69320500_tax	1	21649	21816	pb_22041
Bac226_156721880_tax	1	21649	21816	pb_22041
Bac226_16690230_tax	1	21649	21816	pb_22041
Bac226_69772872_tax	1	21649	21816	pb_22041
Bac226_158158142_tax	1	21649	21816	22045
Bac226_374423128_tax	1	21649	21816	22045
Bac226_294162099_tax	1	21649	21816	22045
Bac226_92006048_tax	1	21649	21816	pb_22040
Bac226_357665434_tax	1	21649	21816	22047
Bac226_222817758_tax	1	21649	21816	22047
Bac226_326901969_tax	1	21649	21816	pbt_Bac226_326901969_tax
Bac226_112931226_tax	1	21649	21816	pbt_Bac226_112931226_tax
Bac226_106805681_tax	1	21649	21816	22049
Bac226_412445755_tax	1	21649	21816	22049
Bac226_163566591_tax	1	21649	21816	22049
Bac226_379985024_tax	1	21649	21816	22049
Bac226_6532867_tax	1	21649	21816	22049
Bac226_270171422_tax	1	21649	21816	22049
Bac226_229487366_tax	1	21649	21816	22049
Bac226_223786605_tax	1	21649	21816	22049
Bac226_71663219_tax	1	21649	21816	22049
Bac226_418929622_tax	1	21649	21816	22049
Bac226_350430510_tax	1	21649	21816	22049
Bac226_391991637_tax	1	21649	21816	22049
Bac226_35065527_tax	1	21649	21816	22049
Bac226_189708241_tax	1	21649	21816	22049
Bac226_357316524_tax	1	21649	21816	tbl_Bac226_357316524_tax
Bac226_92431014_tax	1	21649	21816	pbt_Bac226_92431014_tax
Bac226_407903766_tax	1	21649	21816	pbt_Bac226_407903766_tax
Bac226_146351810_tax	1	21649	21816	tbl_Bac226_146351810_tax
Bac226_343288279_tax	1	21649	21816	tbl_Bac226_343288279_tax
Bac226_111362457_tax	1	21649	21816	tbl_Bac226_111362457_tax
Bac226_271885369_tax	1	21649	21816	pbt_Bac226_271885369_tax
Bac226_394865213_tax	1	21649	21816	pbt_Bac226_394865213_tax
Bac226_341611369_tax	1	21649	21816	pbt_Bac226_341611369_tax
Bac226_1042510_tax	1	21649	21816	pbt_Bac226_1042510_tax
Bac226_33607204_tax	1	21649	21816	pbt_Bac226_33607204_tax
Bac226_231251740_tax	1	21649	21816	pbt_Bac226_231251740_tax
Bac226_423339888_tax	1	21649	21816	tbl_Bac226_423339888_tax
Bac226_327053930_tax	1	21649	21816	tbl_Bac226_327053930_tax
Bac226_8924661_tax	1	21649	21816	22080
Bac226_286003870_tax	1	21649	21816	22080
Bac226_374838023_tax	1	21649	21816	22080
Bac226_109616202_tax	1	21649	21816	22080
Bac226_52993821_tax	1	21649	21816	22080
Bac226_406264771_tax	1	21649	21816	22080
Bac226_95783197_tax	1	21649	21816	22080
Bac226_68594870_tax	1	21649	21816	22080
Bac226_42098240_tax	1	21649	21816	pbt_Bac226_42098240_tax
Bac226_55680553_tax	1	21649	21816	pbt_Bac226_55680553_tax
Bac226_297856443_tax	1	21649	21816	pb_22091
Bac226_294492477_tax	1	21649	21816	pb_22091
Bac226_114776985_tax	1	21649	21816	pb_22091
Bac226_167358243_tax	1	21649	21816	pb_22091
Bac226_379523665_tax	1	21649	21816	pbt_Bac226_379523665_tax
Bac226_394294955_tax	1	21649	21816	22097
Bac226_60247068_tax	1	21649	21816	22097
Bac226_48556059_tax	1	21649	21816	22097
Bac226_61056035_tax	1	21649	21816	pb_22095
Bac226_321022530_tax	1	21649	21816	pb_22095
Bac226_287360813_tax	1	21649	21816	pb_22095
Bac226_69599622_tax	1	21649	21816	pb_22095
Bac226_278552883_tax	1	21649	21816	pb_22094
Bac226_82427647_tax	1	21649	21816	pb_22094
Bac226_154097651_tax	1	21649	21816	22103
Bac226_277797081_tax	1	21649	21816	22103
Bac226_295693673_tax	1	21649	21816	22103
Bac226_267295451_tax	1	21649	21816	22103
Bac226_79388826_tax	1	21649	21816	22103
Bac226_75768912_tax	1	21649	21816	22103
Bac226_189323422_tax	1	21649	21816	22103
Bac226_135419589_tax	1	21649	21816	22103
Bac226_6784834_tax	1	21649	21816	22103
Bac226_379575241_tax	1	21649	21816	22103
Bac226_302009279_tax	1	21649	21816	22103
Bac226_281119149_tax	1	21649	21816	22103
Bac226_61720197_tax	1	21649	21816	22103
Bac226_24317282_tax	1	21649	21816	22103
Bac226_412780785_tax	1	21649	21816	22103
Bac226_240393990_tax	1	21649	21816	22103
Bac226_244793086_tax	1	21649	21816	22103
Bac226_214928833_tax	1	21649	21816	22103
Bac226_356923183_tax	1	21649	21816	22103
Bac226_176575941_tax	1	21649	21816	22103
Bac226_299766142_tax	1	21649	21816	22103
Bac226_247277015_tax	1	21649	21816	22103
Bac226_226016756_tax	1	21649	21816	22103
Bac226_302580915_tax	1	21649	21816	22103
Bac226_348026634_tax	1	21649	21816	22103
Bac226_268204102_tax	1	21649	21816	22103
Bac226_25829271_tax	1	21649	21816	22103
Bac226_54992462_tax	1	21649	21816	22103
Bac226_154424134_tax	1	21649	21816	22103
Bac226_68644630_tax	1	21649	21816	22132
Bac226_394483009_tax	1	21649	21816	22132
Bac226_140282205_tax	1	21649	21816	22132
Bac226_267445753_tax	1	21649	21816	22132
Bac226_109846946_tax	1	21649	21816	22132
Bac226_314989355_tax	1	21649	21816	22132
Bac226_241552896_tax	1	21649	21816	22132
Bac226_137721299_tax	1	21649	21816	22132
Bac226_177707586_tax	1	21649	21816	pb_22131
Bac226_371305635_tax	1	21649	21816	pb_22131
Bac226_335871609_tax	1	21649	21816	pb_22131
Bac226_311343313_tax	1	21649	21816	22143
Bac226_72631907_tax	1	21649	21816	22143
Bac226_401750374_tax	1	21649	21816	22143
Bac226_234695316_tax	1	21649	21816	22143
Bac226_237476348_tax	1	21649	21816	22143
Bac226_242302740_tax	1	21649	21816	pb_22142
Bac226_320606135_tax	1	21649	21816	pb_22142
Bac226_376727869_tax	1	21649	21816	pbt_Bac226_376727869_tax
Bac226_367554848_tax	1	21649	21816	pbt_Bac226_367554848_tax
Bac226_420943270_tax	1	21649	21816	pbt_Bac226_420943270_tax
Bac226_21254184_tax	1	21649	21816	pbt_Bac226_21254184_tax
Bac226_217742358_tax	1	21649	21816	pbt_Bac226_217742358_tax
Bac226_177994590_tax	1	21649	21816	pbt_Bac226_177994590_tax
Bac226_29610783_tax	1	21649	21816	tbl_Bac226_29610783_tax
Bac226_393659017_tax	1	21649	21816	pbt_Bac226_393659017_tax
Bac226_334702900_tax	1	21649	21816	pbt_Bac226_334702900_tax
Bac226_423998178_tax	1	21649	21816	pbt_Bac226_423998178_tax
Bac226_202898766_tax	1	21649	21816	pbt_Bac226_202898766_tax
Bac226_275784360_tax	1	21649	21816	pbt_Bac226_275784360_tax
Bac226_183283484_tax	1	21649	21816	pbt_Bac226_183283484_tax
Bac226_240497150_tax	1	21649	21816	pbt_Bac226_240497150_tax
Bac226_328680129_tax	1	21649	21816	tbl_Bac226_328680129_tax
Bac226_417374539_tax	1	21649	21816	22164
Bac226_422675450_tax	1	21649	21816	22164
Bac226_204178945_tax	1	21649	21816	22164
Bac226_132139699_tax	1	21649	21816	22164
Bac226_131755357_tax	1	21649	21816	22164
Bac226_352840676_tax	1	21649	21816	22169
Bac226_17051821_tax	1	21649	21816	22169
Bac226_417313379_tax	1	21649	21816	22169
Bac226_200155585_tax	1	21649	21816	tbl_Bac226_200155585_tax
Bac226_395271211_tax	1	21649	21816	pbt_Bac226_395271211_tax
Bac226_153751420_tax	1	21649	21816	pbt_Bac226_153751420_tax
Bac226_392329568_tax	1	21649	21816	pb_22174
Bac226_172437212_tax	1	21649	21816	pb_22176
Bac226_421328729_tax	1	21649	21816	pb_22176
Bac226_89402055_tax	1	21649	21816	22178
Bac226_249441664_tax	1	21649	21816	22178
Bac226_128211871_tax	1	21649	21816	22178
Bac226_327946192_tax	1	21649	21816	22178
Bac226_182361402_tax	1	21649	21816	22183
Bac226_111880950_tax	1	21649	21816	22183
Bac226_319210486_tax	1	21649	21816	22183
Bac226_238077739_tax	1	21649	21816	22183
Bac226_25048434_tax	1	21649	21816	pb_22174
Bac226_235729743_tax	1	21649	21816	pb_22174
Bac226_302936846_tax	1	21649	21816	tbl_Bac226_302936846_tax
Bac226_371096944_tax	1	21649	21816	pb_22189
Bac226_137004198_tax	1	21649	21816	pb_22189
Bac226_57806970_tax	1	21649	21816	pb_22189
Bac226_1650718_tax	1	21649	21816	pb_22189
Bac226_237123900_tax	1	21649	21816	pb_22189
Bac226_253662146_tax	1	21649	21816	tbl_Bac226_253662146_tax
Bac226_272978559_tax	1	21649	21816	tbl_Bac226_272978559_tax
Bac226_255153323_tax	1	21649	21816	22196
Bac226_342960393_tax	1	21649	21816	22196
Bac226_66903118_tax	1	21649	21816	22196
Bac226_30131331_tax	1	21649	21816	22196
Bac226_129170322_tax	1	21649	21816	22201
Bac226_305145390_tax	1	21649	21816	22201
Bac226_391321654_tax	1	21649	21816	22201
Bac226_45108435_tax	1	21649	21816	22201
Bac226_236880719_tax	1	21649	21816	22201
Bac226_206639118_tax	1	21649	21816	22201
Bac226_346002767_tax	1	21649	21816	22201
Bac226_247022702_tax	1	21649	21816	22201
Bac226_348390686_tax	1	21649	21816	22201
Bac226_156099158_tax	1	21649	21816	22201
Bac226_175445099_tax	1	21649	21816	22201
Bac226_296143426_tax	1	21649	21816	22201
Bac226_399191736_tax	1	21649	21816	22201
Bac226_154899706_tax	1	21649	21816	22201
Bac226_277129253_tax	1	21649	21816	22201
Bac226_356670845_tax	1	21649	21816	22201
Bac226_255693830_tax	1	21649	21816	22201
Bac226_17714706_tax	1	21649	21816	22201
Bac226_199921089_tax	1	21649	21816	22201
Bac226_346999082_tax	1	21649	21816	22219
Bac226_56614373_tax	1	21649	21816	22219
Bac226_190441855_tax	1	21649	21816	22219
Bac226_286089470_tax	1	21649	21816	pb_22221
