Domain,Phyla,Class,Order,Family,Genera,Species,GTDB_id,Completeness,Contamination,Sample,CPA_count,CPA_binary,NhaB_count,NhaB_binary,NhaC_count,NhaC_binary,NhaD_count,NhaD_binary,Kef,CPA1,NhaA,Undescribed_CPA1,NhaS5,CHX,SOD2,NhaP,CPA1_IDK,GerN,CPA1_SL,Uncharacaterized,IT_count,Antiporter_count,IT_binary,Antiporter_binary,CPA_presence
1081,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_salinum,RS_GCF_024494575.1,99.86,3.23,marine solar saltern,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,Present
1082,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_salipaludis,RS_GCF_002286985.1,99.85,1.29,saline alkaline soil,3,1,0,0,4,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,6,9,1,1,Present
1083,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_salsamenti,RS_GCF_007671685.1,99.96,2.72,brine of salt mine,2,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,6,1,1,Present
1084,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sodomense,RS_GCF_900111935.1,99.76,0.14,none,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,Present
1085,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp000496175,GB_GCA_000496175.1,82.06,1.43,hypersaline water sample from Lake Tyrrell,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,1,Present
1086,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp000746205,RS_GCF_000746205.1,99.99,0.07,none,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,Present
1087,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp001261915,RS_GCF_001261915.1,94.53,1.46,water,2,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,6,1,1,Present
1088,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp002252755,RS_GCF_002252755.1,100,1.98,endorheic salt-lake,2,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,6,1,1,Present
1089,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003023405,GB_GCA_003023405.1,79.97,0,salt crust,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,Present
1090,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003287355,RS_GCF_003287355.1,99.87,0.74,water sample,2,1,0,0,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,4,6,1,1,Present
1091,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003554605,GB_GCA_003554605.1,79.55,0.31,hypersaline soda lake sediment,6,1,0,0,1,1,1,1,4,0,0,0,1,0,0,0,1,0,0,0,2,8,1,1,Present
1092,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003666015,RS_GCF_003666015.1,99.97,2.56,summer tide-pools,2,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5,7,1,1,Present
1093,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003697845,RS_GCF_003697845.1,99.57,2.55,Salt mine,3,1,0,0,2,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,4,7,1,1,Present
1094,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003721435,RS_GCF_003721435.2,99.84,3.3,solar salt,3,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,4,7,1,1,Present
1095,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003781945,RS_GCF_003781945.1,99.95,1.52,Brine,4,1,0,0,4,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,5,9,1,1,Present
1096,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp003990725,RS_GCF_003990725.2,99.8,0.16,water sample,2,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,6,1,1,Present
1097,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp004114375,RS_GCF_004114375.1,99.34,1.2,Salt Crust,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,1,Present
1098,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp005435165,RS_GCF_005435165.1,99.63,0.87,saturated brine,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,Present
1099,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp009742825,RS_GCF_009742825.1,84.29,1.1,solar salt,2,1,0,0,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,6,8,1,1,Present
1100,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp009806985,RS_GCF_009806985.1,93.66,1.05,soda lake,5,1,0,0,1,1,2,1,3,0,0,0,1,0,0,0,1,0,0,0,3,8,1,1,Present
1101,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp018623055,RS_GCF_018623055.1,98.53,0.08,Yuncheng Salt Lake,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,Present
1102,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp027257195,RS_GCF_027257195.1,96.11,0.52,salt mine,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,Present
1103,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp028275105,GB_GCA_028275105.1,94.62,0.29,hyper saline lake,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Present
1104,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp029889805,RS_GCF_029889805.1,95.22,0.27,Brine from the Bochnia Salt Mine,3,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,4,7,1,1,Present
1105,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp034497445,RS_GCF_034497445.1,99.95,5.76,none,6,1,0,0,4,1,3,1,3,0,0,0,1,0,0,0,2,0,0,0,7,13,1,1,Present
1106,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp040405695,GB_GCA_040405695.1,81.14,0.33,none,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,1,Present
1107,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp901686465,RS_GCF_901686465.1,99.94,1.36,water,2,1,0,0,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,5,7,1,1,Present
1108,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_sp937146585,RS_GCF_937146585.1,92.28,0.74,aquatic metagenome,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,5,1,1,Present
1109,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_tebenquichense,RS_GCF_000337415.1,99.71,1.12,none,4,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,7,1,1,Present
1110,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_trapanicum,RS_GCF_017873555.1,98.97,0.93,none,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,5,1,1,Present
1111,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_trapanicum_A,RS_GCF_002355655.1,99.55,0.21,solar salt,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,Present
1112,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_tropicale,RS_GCF_001280455.1,99.99,2.32,hypersaline pond,3,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,6,1,1,Present
1113,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_vacuolatum,RS_GCF_900188065.1,98.35,2.47,none,8,1,0,0,1,1,3,1,6,0,0,0,1,0,0,0,1,0,0,0,4,12,1,1,Present
1114,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_xinjiangense,RS_GCF_900102375.1,99.93,0.71,none,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,Present
1115,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum_yunnanense,RS_GCF_026586675.1,99.36,0.39,Salt rock,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,Present
1116,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,J07HR59,J07HR59_sp000496235,GB_GCA_000496235.1,82.3,1.31,hypersaline water sample from Lake Tyrrell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Present
1117,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,J07HR59,J07HR59_sp028274825,GB_GCA_028274825.1,62.02,0.28,hyper saline lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
1118,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,JAHENP01,JAHENP01_sp018609965,GB_GCA_018609965.1,74.07,1.44,salt flat sediment sample,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Present
1119,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,JAHENP01,JAHENP01_sp041361345,RS_GCF_041361345.1,97.43,0.64,none,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,Present
1120,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,JAHENP01,JAHENP01_sp041361465,RS_GCF_041361465.1,97.2,0.29,none,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,Present
1121,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,JAHENP01,JAHENP01_sp937142015,GB_GCA_937142015.1,91.86,1.15,aquatic metagenome,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,1,Present
1122,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,JBEPXT01,JBEPXT01_sp041641795,GB_GCA_041641795.1,91.81,5.07,none,3,1,0,0,3,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,5,8,1,1,Present
1123,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Natronocalculus,Natronocalculus_amylovorans,RS_GCF_023638035.1,99.21,0.31,hypersaline soda lake,5,1,0,0,1,1,2,1,2,0,0,0,2,0,0,0,1,0,0,0,3,8,1,1,Present
1124,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,PL-Br10-E2g29,PL-Br10-E2g29_sp001563965,GB_GCA_001563965.1,56.75,0.73,sample PL-Br10; brine of Picturesque Lake,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Absent
1125,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum_halophilum,RS_GCF_007004735.1,100,2.81,Soil sample in saltern,4,1,0,0,3,1,2,1,3,0,0,0,0,0,0,0,1,0,0,0,5,9,1,1,Present
1126,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum_marinum,RS_GCF_024228675.1,99.87,4.36,none,3,1,0,0,2,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,5,8,1,1,Present
1127,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum_rubrum,RS_GCF_002906575.1,98.03,2.1,marine solar saltern brine,4,1,0,0,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,4,8,1,1,Present
1128,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum_salinum,RS_GCF_009176545.1,99.92,6.49,soil from Yangjiang marine saltern in southern region of China,4,1,0,0,1,1,4,1,2,0,0,0,0,1,0,0,1,0,0,0,5,9,1,1,Present
1129,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum_sp041641615,GB_GCA_041641615.1,82.58,3.02,none,2,1,0,0,2,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,5,7,1,1,Present
1130,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum_sp041641895,RS_GCF_041641895.1,92.25,2.98,none,3,1,0,0,2,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,5,8,1,1,Present
1131,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinirubrum,Salinirubrum_litoreum,RS_GCF_020567425.1,99.92,0.94,saline soil,3,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,4,7,1,1,Present
1132,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,XH8,XH8_sp030734185,GB_GCA_030734185.1,96.79,4.04,Pickle salt,4,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,3,0,0,0,4,8,1,1,Present
1133,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,CCL63,CCL63_sp031852275,GB_GCA_031852275.1,99.78,0.96,none,8,1,0,0,3,1,2,1,1,0,0,0,3,2,0,0,1,0,0,1,5,13,1,1,Present
1134,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius_amylolyticus,RS_GCF_026616195.1,99.99,1.62,Brine of Xidi marine solar saltern,8,1,0,0,4,1,2,1,3,2,0,0,0,0,0,0,3,0,0,0,6,14,1,1,Present
1135,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius_iranensis,RS_GCF_900103505.1,99.89,1.33,none,5,1,0,0,3,1,2,1,1,1,0,0,0,0,0,0,3,0,0,0,5,10,1,1,Present
1136,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius_litoreus,RS_GCF_024495425.1,99.99,2.52,Saline soil of Gangxi marine solar saltern,3,1,0,0,2,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,5,8,1,1,Present
1137,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius_salinus,RS_GCF_024464185.1,99.98,1.43,Yuncheng salt lake,2,1,0,0,3,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,7,9,1,1,Present
1138,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius_sp024609245,RS_GCF_024609245.1,99.7,1.37,Salted seafood,3,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,2,0,0,0,4,7,1,1,Present
1139,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius_sp025399835,RS_GCF_025399835.1,99.99,2.53,solar saltern,4,1,0,0,4,1,3,1,1,1,0,0,0,0,0,0,2,0,0,0,7,11,1,1,Present
1140,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halobiforma,Halobiforma_haloterrestris,RS_GCF_900112205.1,99.97,2.45,none,6,1,0,0,6,1,2,1,1,0,0,0,0,0,2,0,2,0,0,1,8,14,1,1,Present
1141,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halobiforma,Halobiforma_lacisalsi,RS_GCF_000226975.2,99.99,0.58,Ayakekumsalt Lake,5,1,0,0,6,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,7,12,1,1,Present
1142,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halobiforma,Halobiforma_nitratireducens,RS_GCF_000337895.1,85.43,0.18,none,6,1,0,0,2,1,1,1,4,0,0,0,1,0,0,0,1,0,0,0,3,9,1,1,Present
1143,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halomontanus,Halomontanus_mannanivorans,RS_GCF_025517485.1,99.99,2.74,none,5,1,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0,0,1,6,1,1,Present
1144,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halomontanus,Halomontanus_rarus,RS_GCF_029338335.1,99.97,5.17,sediment,7,1,0,0,2,1,1,1,1,0,0,0,2,0,3,0,0,0,0,1,3,10,1,1,Present
1145,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger_A,Halopiger_A_goleimassiliensis,RS_GCF_000455345.1,99.7,0.47,none,4,1,0,0,2,1,1,1,1,0,0,0,1,0,2,0,0,0,0,0,3,7,1,1,Present
1146,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger_B,Halopiger_B_djelfimassiliensis,RS_GCF_000455365.1,96.66,0.36,none,6,1,0,0,6,1,1,1,2,0,0,0,0,0,2,0,1,0,0,1,7,13,1,1,Present
1147,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger,Halopiger_aswanensis,RS_GCF_003610195.1,100,4.42,none,9,1,0,0,5,1,2,1,1,0,0,0,2,0,3,0,2,0,0,1,7,16,1,1,Present
1148,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger,Halopiger_xanaduensis,RS_GCF_000217715.1,99.98,1.65,sediment of Lake Shangmatala,6,1,0,0,4,1,2,1,1,0,0,0,2,0,2,0,0,0,0,1,6,12,1,1,Present
1149,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus_litoreus,RS_GCF_037081675.1,99.97,2.84,none,3,1,0,0,3,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,5,8,1,1,Present
1150,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus_salinus,RS_GCF_020567525.1,99.81,1.61,saline soil,2,1,0,0,2,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,6,8,1,1,Present
1151,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus_sp011440375,RS_GCF_011440375.1,99.79,1.82,soil,5,1,0,0,2,1,2,1,1,0,0,0,0,0,1,0,3,0,0,0,4,9,1,1,Present
1152,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus_sp034808145,RS_GCF_034808145.1,99.25,1.78,none,4,1,0,0,4,1,3,1,1,1,0,0,0,0,0,0,2,0,0,0,7,11,1,1,Present
1153,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halosolutus,Halosolutus_amylolyticus,RS_GCF_023566055.1,99.98,3.31,salt field sediment,10,1,0,0,3,1,2,1,3,1,0,0,1,1,1,0,2,0,0,1,5,15,1,1,Present
1154,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halosolutus,Halosolutus_gelatinilyticus,RS_GCF_023028105.1,98.82,3.2,saline soil,9,1,0,0,3,1,1,1,1,0,0,0,0,2,2,0,2,0,0,2,4,13,1,1,Present
1155,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halosolutus,Halosolutus_halophilus,RS_GCF_022869805.1,100,3.58,saline soil,8,1,0,0,3,1,3,1,1,1,0,0,0,1,2,0,2,0,0,1,6,14,1,1,Present
1156,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola_kamekurae,RS_GCF_900116205.1,99.94,0.58,none,5,1,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,4,9,1,1,Present
1157,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola_larsenii,RS_GCF_000517625.1,99.95,0.47,sediment of saline lake,4,1,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,8,1,1,Present
1158,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola_sp000691505,RS_GCF_000691505.1,83.69,1.05,none,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,Present
1159,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola_sp025517425,GB_GCA_025517425.1,98.78,0,sediment and brine samples obtained from hypersaline lake,7,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,7,0,1,Present
1160,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola_sp030068615,RS_GCF_030068615.1,99.97,1.92,anaerobic sediments of hypersaline soda lake,13,1,0,0,3,1,1,1,5,0,0,0,3,0,2,0,3,0,0,0,4,17,1,1,Present
1161,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena_alkaliphila,RS_GCF_017352155.2,99.81,1.7,Salt lake,3,1,0,0,3,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,5,8,1,1,Present
1162,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena_gelatinilytica,RS_GCF_013342145.1,99.12,2.02,salt lake sediment,6,1,0,0,5,1,2,1,1,0,0,0,2,0,1,0,1,0,0,1,7,13,1,1,Present
1163,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena_salifodinae,RS_GCF_003977755.1,99.59,1.19,Salt mine,6,1,0,0,4,1,3,1,0,1,0,0,1,0,1,0,1,0,0,2,7,13,1,1,Present
1164,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena_salina,RS_GCF_000337495.1,99.3,2.84,none,6,1,0,0,5,1,4,1,1,1,0,0,1,0,1,0,1,0,0,1,9,15,1,1,Present
1165,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena_sp037914945,RS_GCF_037914945.1,99.46,1.21,none,5,1,0,0,4,1,4,1,1,0,0,0,1,0,1,0,1,0,0,1,8,13,1,1,Present
1166,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena_turkmenica,RS_GCF_000025325.1,99.99,1.2,none,6,1,0,0,7,1,3,1,1,0,0,0,2,0,1,0,1,0,0,1,10,16,1,1,Present
1167,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax_asiaticus,RS_GCF_000337515.1,99.34,0.37,none,5,1,0,0,4,1,2,1,1,0,0,0,0,1,1,0,1,0,0,1,6,11,1,1,Present
1168,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax_cerinus,RS_GCF_024498195.1,99.91,0.41,a mud sample of the Aran- Bidgol salt lake in Iran,4,1,0,0,5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,6,10,1,1,Present
1169,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax_gelatinilyticus,RS_GCF_024300625.1,95.51,2.19,sediment,7,1,0,0,1,1,1,1,4,0,0,0,2,0,0,0,1,0,0,0,2,9,1,1,Present
1170,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax_limisalsi,RS_GCF_023093535.1,99.21,1.23,a saline mud sample,2,1,0,0,4,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,6,8,1,1,Present
1171,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax_ruber,RS_GCF_000328525.1,99.89,0.7,saline lake,5,1,0,0,4,1,3,1,1,0,0,0,0,1,1,0,1,0,0,1,7,12,1,1,Present
1172,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax_sp007119345,RS_GCF_007119345.1,92.23,5.97,none,9,1,0,0,1,1,0,0,6,0,0,0,2,0,0,0,1,0,0,0,1,10,1,1,Present
1173,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JAXHMI01,JAXHMI01_sp034521555,GB_GCA_034521555.1,53.52,0.42,none,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Absent
1174,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum_aegyptiacum,RS_GCF_002156705.1,99.84,0.46,lakes Abu Dawood; Baida and Fazda of the Wadi An Natrun,8,1,0,0,0,0,2,1,4,0,0,0,2,0,0,0,2,0,0,0,2,10,1,1,Present
1175,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum_sp001563805,GB_GCA_001563805.1,77.75,2.69,sample B1-Br-g2; brine of Lake Bitter-1,5,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,Present
1176,d__Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum_sp001563885,GB_GCA_001563885.1,55.38,0.33,sample B1-Br-g2; brine of Lake Bitter-1,5,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,Present
