GTDB_id	Uncharcterized	Kef	CPA1	CPA2	NhaA	NhaS5	Uncharacterized_Archaea	Uncharacterized_prokarya	DxK_Pseudomonadota	NxK_Gammaproteobacteriota	Latescibacteriota
GB_GCA_041653695.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_023204835.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_030666765.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_018302765.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_002763335.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_027021195.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_027064525.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_963676045.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_005881695.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_035710925.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_030635525.1	0	2	1	1	0	0	0	0	0	0	0
RS_GCF_900156475.1	0	1	2	0	0	1	0	0	0	0	0
RS_GCF_017352155.2	0	1	1	0	0	1	0	0	0	0	0
GB_GCA_902384795.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_041645475.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_038845865.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_035562475.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_003648985.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_024300825.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_021810045.1	0	0	1	2	0	0	0	0	0	0	0
GB_GCA_019322815.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_002878135.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_016919625.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_025451315.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_016839945.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_003021755.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_007122875.1	0	4	0	0	0	1	0	0	0	0	0
RS_GCF_000022365.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_021163925.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_037128175.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_029987115.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_015521735.1	1	0	1	2	0	0	1	0	0	0	0
GB_GCA_027365175.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_021828085.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_038874435.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_030612835.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_024298885.1	0	1	3	0	0	0	0	0	0	0	0
RS_GCF_000337495.1	0	1	3	1	0	1	0	0	0	0	0
GB_GCA_027000765.1	1	0	2	0	0	0	0	1	0	0	0
GB_GCA_036732945.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_017609145.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_018433835.1	0	1	0	2	0	0	0	0	0	0	0
RS_GCF_000025685.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_009831555.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_000204415.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_003201675.2	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_021799085.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_038880255.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_030670545.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_017609205.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_020724205.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_016184345.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021159465.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_036003985.1	0	2	0	2	0	0	0	0	0	0	0
GB_GCA_017519045.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_025937665.1	0	2	0	2	0	0	0	0	0	0	0
RS_GCF_000179575.2	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_002503205.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_022750115.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_002255065.1	1	0	0	3	0	0	0	0	0	0	0
GB_GCA_937921695.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_019704295.1	0	0	0	1	0	0	1	0	0	0	0
GB_GCA_018696395.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_020027255.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_018657385.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_963583115.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_003554965.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_041636435.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_016649585.1	0	1	1	1	0	0	0	1	0	0	0
GB_GCA_015521295.1	1	0	0	2	0	0	0	0	0	0	0
GB_GCA_041662045.1	0	3	1	1	0	0	0	0	0	0	0
GB_GCA_013306035.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_018609965.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_035561295.1	0	1	0	1	0	0	0	0	0	0	0
RS_GCF_041154675.1	0	0	0	2	0	0	1	0	0	0	0
GB_GCA_032249215.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_023379435.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_902386255.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_947628455.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_026394315.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_026014585.1	0	1	1	3	0	0	0	0	0	0	0
RS_GCF_023238205.1	0	3	6	0	0	0	0	0	0	0	0
GB_GCA_021160605.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_031286225.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_944320495.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_026891975.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_041601615.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_900108505.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_001593935.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_031432215.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_038736355.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_937919355.1	0	2	1	1	0	0	0	0	0	0	0
RS_GCF_020097815.1	0	1	4	2	0	0	0	0	0	0	0
GB_GCA_018303625.1	0	2	2	1	0	0	0	0	0	0	0
GB_GCA_018221245.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021160945.1	1	0	0	4	0	0	0	0	0	0	0
RS_GCF_019669965.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_000739065.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_011364905.1	0	0	1	0	0	0	0	1	0	0	0
RS_GCF_017094505.1	0	1	3	0	0	0	0	0	0	0	0
RS_GCF_024204665.1	0	1	3	2	0	1	0	0	0	0	0
GB_GCA_030593885.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_035530415.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_002077075.2	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_020355185.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_020053155.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_005878485.1	0	1	0	2	0	0	0	0	0	0	0
RS_GCF_029338515.1	0	1	2	1	0	0	0	0	0	0	0
GB_GCA_003665935.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_038045865.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_018303445.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_030606465.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_002501695.1	0	1	1	0	0	1	0	0	0	0	0
GB_GCA_029259055.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002496395.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_023129265.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_000211475.1	1	0	1	3	0	0	0	0	0	0	0
GB_GCA_018396695.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_022678445.1	0	0	0	2	0	0	1	0	0	0	0
GB_GCA_005877205.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018221085.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_900103505.1	0	1	4	0	0	0	0	0	0	0	0
GB_GCA_041659945.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021850375.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_000385565.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_000191585.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_024399175.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_025922735.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_035292455.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_013374505.1	0	1	0	1	0	0	0	1	0	0	0
GB_GCA_018652625.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_963651945.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_029987395.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_013538715.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_021818995.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018816705.1	0	3	0	1	0	0	0	0	0	0	0
RS_GCF_000022545.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_038045665.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_002495685.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_021828155.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_030037735.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_016839275.1	0	0	0	0	0	0	0	1	0	0	0
GB_GCA_027058345.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_020854825.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_001484195.1	1	0	1	3	0	0	0	0	0	0	0
GB_GCA_038870455.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_024278375.1	1	0	0	2	0	0	0	0	0	0	0
GB_GCA_027366585.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_937906725.1	0	3	1	2	0	0	0	0	0	0	0
RS_GCF_004363215.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021162685.1	0	1	1	4	0	0	0	0	0	0	0
GB_GCA_018052825.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_023457135.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_025641885.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_026397335.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_015523665.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_000220175.1	0	3	0	2	0	0	0	0	0	0	0
GB_GCA_018819375.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_027334165.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_013331515.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_005239435.1	0	1	4	0	0	0	0	0	0	0	0
GB_GCA_035454985.1	0	2	1	2	0	0	0	0	0	0	0
GB_GCA_002067795.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_030671745.1	0	2	0	2	0	0	0	0	0	0	0
GB_GCA_036504055.1	0	4	0	1	0	0	0	0	0	0	0
GB_GCA_016838825.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_021823325.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_016927555.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_017609175.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_020637495.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_023136775.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_002009975.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_000220375.1	0	5	0	2	0	0	0	0	0	0	0
GB_GCA_001717015.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_023131215.1	0	1	0	1	0	0	0	1	0	0	0
GB_GCA_035502015.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002501765.1	0	0	0	0	0	0	0	1	0	0	0
RS_GCF_009806985.1	0	3	1	0	0	1	0	0	0	0	0
GB_GCA_015520565.1	1	0	1	0	0	0	0	1	0	0	0
GB_GCA_016192945.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_004347925.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_018697295.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_013343275.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_038740375.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_015661555.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_024277315.1	1	0	0	2	0	0	0	0	0	0	0
GB_GCA_016934325.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_019594305.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_030019395.1	0	3	0	2	0	0	0	0	0	0	0
GB_GCA_016282555.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_030055515.1	0	3	0	2	0	0	0	0	0	0	0
GB_GCA_026986375.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_012964335.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_031431055.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_003315655.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_021023085.1	0	1	1	4	0	0	0	0	0	0	0
GB_GCA_003693875.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_029338255.1	0	2	2	0	0	0	0	0	0	0	0
RS_GCF_030156785.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_013114705.1	0	5	0	1	0	0	0	0	0	0	0
GB_GCA_023140175.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_000415965.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_030628325.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_021816965.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_028335865.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_015521085.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_016188215.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_018303575.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_030550115.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_041659445.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_018657375.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_030016755.1	1	0	0	1	0	0	0	0	0	0	0
GB_GCA_011391755.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_016188245.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_023411115.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_024228675.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_027310575.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_029553285.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_036397675.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_035636315.1	0	1	0	2	0	0	0	0	0	0	0
RS_GCF_002214165.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002067755.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_002495025.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_020341775.1	0	0	2	3	0	0	0	0	0	0	0
GB_GCA_022848865.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_024972755.1	0	1	2	1	0	0	0	0	0	0	0
GB_GCA_038801655.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_019057635.1	0	0	0	0	0	0	0	3	0	0	0
GB_GCA_029850555.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_020054475.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_017610335.1	0	4	1	1	0	0	0	0	0	0	0
GB_GCA_018819225.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_022729235.1	0	2	0	0	0	0	0	0	0	0	0
RS_GCF_000025505.1	0	1	0	1	0	0	0	0	0	0	0
RS_GCF_029338355.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_038843015.1	1	0	0	0	0	0	0	0	0	0	0
RS_GCF_030734285.1	0	1	4	3	0	3	0	0	0	0	0
GB_GCA_035291125.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_018671515.1	0	0	5	2	0	0	0	0	0	0	0
GB_GCA_040225955.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_016872015.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_001564035.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_038045265.1	0	2	0	0	0	0	0	0	0	0	0
RS_GCF_024178165.1	0	1	3	0	0	0	0	0	0	0	0
GB_GCA_038874595.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_030607575.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_031261945.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_035527755.1	0	2	1	3	0	0	0	0	0	0	0
GB_GCA_016185755.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_026712925.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_025057955.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_018302085.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_038044305.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_023381255.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_015521775.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_005888635.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_035282925.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_937873375.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_013329175.1	0	2	1	2	0	0	0	0	0	0	0
RS_GCF_000745485.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_015063085.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_027460585.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_018671245.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_035655455.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_021820525.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_002214465.1	1	0	2	4	0	0	0	0	0	0	0
RS_GCF_001571385.1	0	1	3	2	0	0	0	0	0	0	0
GB_GCA_030038695.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_036677555.1	0	3	1	2	0	0	0	0	0	0	0
GB_GCA_028866995.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_022749815.1	0	0	0	3	0	0	0	0	0	0	0
GB_GCA_028713045.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_035625165.1	0	0	0	2	0	0	0	0	0	0	0
RS_GCF_035560735.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_022545875.1	0	3	0	0	0	0	0	0	0	0	0
RS_GCF_024362485.1	0	2	3	0	0	2	0	0	0	0	0
GB_GCA_016928155.1	0	1	2	3	0	0	0	0	0	0	0
GB_GCA_002762975.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_027887045.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_027619455.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_024256165.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_030698805.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_023488905.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_037442405.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_008245225.1	0	6	2	0	0	2	0	0	0	0	0
GB_GCA_013331535.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_035641095.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_002788215.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_028275005.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018221065.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_030753015.1	0	0	1	7	0	0	0	0	0	0	0
GB_GCA_022848765.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_030651615.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_018658265.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_017609945.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_026552955.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_005191415.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_016931175.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_020793565.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_018697095.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_027057815.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_905479565.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_013390905.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_003675855.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_013331805.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_018303655.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_018302105.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_009911715.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_030647965.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_015521195.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_036555705.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_023136265.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_003430825.1	0	4	3	0	0	3	0	0	0	0	0
RS_GCF_031454185.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_038121585.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_022447885.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_021796175.1	0	1	2	2	0	0	0	0	0	0	0
GB_GCA_035289485.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_018263005.1	0	0	0	2	0	0	0	0	0	0	0
RS_GCF_001469875.2	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_027460465.1	0	0	2	2	0	0	0	0	0	0	0
GB_GCA_027078475.1	1	0	0	1	0	0	0	0	0	0	0
GB_GCA_013388925.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_023381355.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_002839605.1	0	3	3	1	0	0	0	0	0	0	0
GB_GCA_035542115.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_021809925.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_018663865.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_018651445.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_026394995.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_035615875.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_027315135.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_963692915.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_030068615.1	0	5	5	0	0	3	0	0	0	0	0
RS_GCF_001282785.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_000011185.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_039666455.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_030695685.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_902463315.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_009387755.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_014729495.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_032249255.1	0	0	0	0	0	0	1	0	0	0	0
RS_GCF_000334895.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_031283015.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_002067315.1	0	1	0	5	0	0	0	0	0	0	0
GB_GCA_020355125.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_021790425.1	0	0	0	3	0	0	0	0	0	0	0
RS_GCF_004765815.2	0	2	3	0	0	0	0	0	0	0	0
GB_GCA_013390745.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_017613335.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_029850515.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_003315675.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_001761425.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_024372745.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_030648155.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_000969905.1	0	2	2	0	0	0	0	0	0	0	0
GB_GCA_030372945.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_013329135.1	0	1	2	1	0	0	0	0	0	0	0
RS_GCF_001006045.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_027038505.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_016782355.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_016212505.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_003650975.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_000223905.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_903828955.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_963932585.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_035622475.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_902385045.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_036169915.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_002508635.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_041304605.1	0	3	1	2	0	0	0	0	0	0	0
GB_GCA_021160765.1	1	0	0	1	0	0	0	0	0	0	0
GB_GCA_035706205.1	0	3	0	0	0	0	0	0	0	0	0
GB_GCA_007280465.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_039833665.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_018303505.1	0	2	0	2	0	0	0	0	0	0	0
GB_GCA_016214785.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_027460605.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_003649515.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_028866575.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_039679395.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_021810375.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_038046765.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_020724545.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_024274875.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_030041535.1	0	0	2	0	0	0	0	0	0	0	0
RS_GCF_000223395.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_020217425.1	0	1	3	0	0	0	0	0	0	0	0
GB_GCA_002687255.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021789155.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_018920255.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_040765825.1	0	3	1	2	0	0	0	0	0	0	0
GB_GCA_015522495.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_000403645.1	0	1	2	1	0	0	0	0	0	0	0
GB_GCA_022750435.1	0	0	0	2	0	0	0	0	0	0	0
RS_GCF_037442045.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_023251115.1	0	1	0	2	0	0	0	0	0	0	0
