GTDB_id	GTDB_tax	Completeness	Contamination	Sample	CPA_count	CPA_binary	NhaB_count	NhaB_binary	NhaC_count	NhaC_binary	NhaD_count	NhaD_binary
RS_GCF_000337375.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum_lipolyticum	99.37	1.16	none	2	1	0	0	3	1	2	1
RS_GCF_032714615.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum_furvi	95.77	0.4	none	3	1	0	0	1	1	1	1
GB_GCA_002498455.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P_sp002498455	73.13	0.01	saline water (ENVO:00002010); including plankton (ENVO:xxxxxxxx)	1	1	0	0	0	0	1	1
GB_GCA_030037035.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184_sp030037035	75.05	0.02	peat soil	1	1	0	0	0	0	1	1
GB_GCA_030837285.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__JAUPKU01;s__JAUPKU01_sp030837285	89.46	4.09	urban river	0	0	0	0	0	0	1	1
GB_GCA_002502685.1	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__UBA202;g__UBA202;s__UBA202_sp002502685	71.15	0.19	Oil polluted marine water	1	1	0	0	0	0	0	0
GB_GCA_030040625.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184_sp030040625	73.74	0.55	peat soil	3	1	0	0	0	0	1	1
GB_GCA_022561055.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JADFRY01;s__JADFRY01_sp022561055	85.79	1.58	Mariana trench surficial sediment	1	1	0	0	0	0	1	1
GB_GCA_021323375.2	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor_gerlachensis	89.47	2.04	enrichment culture; in situ ammonia-fiber explosion-treated corn stover incubated for 6 months in hot spring	1	1	0	0	0	0	1	1
GB_GCA_031284925.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanovirga;s__Methanovirga_sp031284925	63.6	0	termite gut	1	1	0	0	0	0	0	0
GB_GCA_038046025.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPIM01;g__JACPIM01;s__JACPIM01_sp038046025	81.76	0.95	none	2	1	0	0	0	0	0	0
GB_GCA_012964335.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1_sp012964335	85.52	0.04	Tahi Moana Above plume background	2	1	0	0	0	0	1	1
RS_GCF_030186535.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera_cupida	99.92	0.29	terrestrial hot spring	0	0	0	0	0	0	2	1
GB_GCA_021807115.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJZYD01;s__JAJZYD01_sp021807115	85.75	0.51	acid mine drainage sediment	3	1	0	0	0	0	1	1
RS_GCF_007826885.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus_arcticus	98.28	0.65	top mineral soil from frost boil in Arctic tundra fen	3	1	0	0	0	0	1	1
GB_GCA_001914405.1	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanohalarchaeum;s__Methanohalarchaeum_thermophilum	95.06	1.74	enrichment culture inoculated with hypersaline salt lake sediment	2	1	0	0	1	1	0	0
RS_GCF_013391105.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas_salina	99.84	2.8	salt mine	5	1	0	0	1	1	1	1
GB_GCA_021163705.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__S014-41;s__S014-41_sp021163705	94.03	1.21	marine hydrothermal sediment	5	1	0	0	0	0	2	1
GB_GCA_021814005.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__CAIXYX01;s__CAIXYX01_sp021814005	92.22	0.55	acid mine drainage sediment	4	1	0	0	0	0	0	0
GB_GCA_035299725.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp035299725	80.27	2.4	none	1	1	0	0	0	0	1	1
GB_GCA_018303405.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JABMPP01;g__JAGVYD01;s__JAGVYD01_sp018303405	95.01	0.93	Rifle well FP-101 under low O2 conditions; 0.1 micron filter	4	1	0	0	0	0	1	1
GB_GCA_035528035.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01_sp035528035	86.43	6.73	none	0	0	0	0	0	0	2	1
GB_GCA_021817415.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__JAKAUZ01;s__JAKAUZ01_sp021817415	89.03	3.75	acid mine drainage sediment	4	1	0	0	0	0	1	1
GB_GCA_003651105.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B18-G2;s__B18-G2_sp003651105	70.61	0.06	deep-sea hydrothermal vent sediments from dive 4569_9 depth 9-12 cm	0	0	0	0	0	0	0	0
GB_GCA_003650975.1	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__B78-G9;s__B78-G9_sp003650975	85.21	2.08	deep-sea hydrothermal vent sediments from dive 4571_4 depth 0-3 cm	1	1	0	0	0	0	1	1
GB_GCA_039000725.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SpSt-28;g__SpSt-28;s__SpSt-28_sp039000725	89.89	0.34	none	0	0	0	0	0	0	0	0
GB_GCA_026394495.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__CAIYYQ01;s__CAIYYQ01_sp026394495	92.99	0.86	lake sediment	1	1	0	0	0	0	1	1
GB_GCA_003601535.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_B;s__Methanogaster_B_sp003601535	78.31	1.51	marine sediment sample collected at a deep sea vent site during cruise AT15-25 on Alvin dive 4460; sediment was oily and the sediment surface was covered with a white microbial mat	0	0	0	0	0	0	0	0
GB_GCA_034402455.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia_sp034402455	55	0.43	none	0	0	0	0	0	0	1	1
GB_GCA_041500405.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAPLWW01;s__JAPLWW01_sp041500405	86.12	0.21	none	2	1	0	0	0	0	0	0
GB_GCA_026014725.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__Bathycorpusculum;s__Bathycorpusculum_sp026014725	97.41	1.63	enrichment culture inoculated from thermal spring sediment with lignin	2	1	0	0	0	0	0	0
GB_GCA_030668565.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JACCLJ01;s__JACCLJ01_sp030668565	84.97	0.15	cold seep	3	1	0	0	0	0	0	0
GB_GCA_035655435.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__UBA493_sp035655435	89.35	1.72	none	3	1	0	0	0	0	0	0
GB_GCA_018303075.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__DSVV01;g__JACRKF01;s__JACRKF01_sp018303075	95.07	0.4	Rifle well FP-101 under high O2 conditions; 0.2 micron filter	3	1	0	0	0	0	0	0
GB_GCA_030153385.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2_sp030153385	95	0	Produced fluids from hydraulically fractured shales	2	1	0	0	0	0	1	1
GB_GCA_035283405.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp035283405	81.25	2.45	none	4	1	0	0	0	0	0	0
GB_GCA_038881455.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGDXZ01;s__JAGDXZ01_sp038881455	75.91	0.23	none	2	1	0	0	0	0	0	0
GB_GCA_016176745.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VHBM01;s__VHBM01_sp016176745	73.82	1.27	groundwater	1	1	0	0	0	0	1	1
GB_GCA_017399555.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum_sp017399555	92.66	0.98	ruminant gastrointestinal tract	2	1	0	0	2	1	1	1
GB_GCA_003151535.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B_sp003151535	95.53	1.45	permafrost active layer soil	1	1	0	0	0	0	0	0
RS_GCF_041477585.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus_sp041477585	99.46	0.76	none	2	1	0	0	1	1	3	1
RS_GCF_001462395.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium_occultum	99.79	0	marine high temperature sediment	1	1	0	0	0	0	0	0
GB_GCA_963692915.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JAHRAL01;s__JAHRAL01_sp963692915	99.86	0	none	3	1	0	0	0	0	0	0
GB_GCA_026413765.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__JAOAKI01;s__JAOAKI01_sp026413765	100	1.02	alkaline hot spring water	3	1	0	0	0	0	2	1
GB_GCA_028682915.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__JAJRAN01;s__JAJRAN01_sp028682915	93.68	2.44	freshwater wetland soil	6	1	0	0	0	0	2	1
GB_GCA_021820565.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma_sp021820565	91.09	3.56	acid mine drainage sediment	1	1	0	0	0	0	0	0
GB_GCA_002839545.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens_A;s__Methanoperedens_A_sp002839545	91.6	0.56	groundwater	1	1	0	0	0	0	0	0
RS_GCF_009729035.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Stygiolobus;s__Stygiolobus_azoricus	99.98	0.51	Hot spring on Sao Miguel Island; Azores	4	1	0	0	0	0	1	1
GB_GCA_038871515.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Fermentimicrarchaeales;f__Fermentimicrarchaeaceae;g__JAVZHX01;s__JAVZHX01_sp038871515	98.23	0.47	none	1	1	0	0	0	0	0	0
GB_GCA_034659035.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A_sp034659035	85.24	0.28	none	3	1	0	0	0	0	0	0
RS_GCF_000243455.1	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanotorris;s__Methanotorris_formicicus	99.96	0.04	Black smoker chimney at the Kairei field in the Central Indian Ridge; Indian Ocean	3	1	0	0	0	0	2	1
GB_GCA_035380685.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis_sp035380685	91.03	1.35	none	3	1	0	0	0	0	1	1
GB_GCA_027348755.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__DAIEOU01;s__DAIEOU01_sp027348755	83.62	0.94	sediment	1	1	0	0	0	0	0	0
GB_GCA_012513715.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__Bathycorpusculum;s__Bathycorpusculum_sp012513715	91.7	1.77	anaerobic digestion of organic wastes under variable temperature conditions and feedstocks	0	0	0	0	0	0	0	0
GB_GCA_030016715.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA117;s__UBA117_sp030016715	91.72	0.37	groundwater	3	1	0	0	0	0	0	0
GB_GCA_015520735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01_sp015520735	99.77	0.57	deep-sea hydrothermal deposit	3	1	0	0	1	1	3	1
GB_GCA_003009815.1	d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SW-4-43-9;s__SW-4-43-9_sp003009815	77.42	0.05	salt crust	1	1	0	0	0	0	0	0
GB_GCA_949372875.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1_sp949372875	94.87	1.02	seawater	0	0	0	0	0	0	1	1
GB_GCA_902763685.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus_sp902763685	93.82	0.46	cattle rumen	3	1	0	0	0	0	0	0
GB_GCA_903904885.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__CAIVOO01;g__CAIVED01;s__CAIVED01_sp903904885	98.73	2.18	freshwater sediment	1	1	0	0	0	0	0	0
GB_GCA_016839545.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum_sp016839545	68.8	1.75	coastal marine sediment	3	1	0	0	0	0	1	1
GB_GCA_021827665.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A_sp021827665	87.48	0.16	acid mine drainage sediment	2	1	0	0	0	0	1	1
RS_GCF_016282985.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera_sp016282985	95.5	0.32	rumen	1	1	0	0	0	0	1	1
GB_GCA_903832665.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula_sp903832665	98.8	2.04	lake water	4	1	0	0	0	0	0	0
GB_GCA_002254565.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2_sp002254565	83.03	0.26	deep-sea hydrothermal vent sediments from dive 4484	3	1	0	0	0	0	1	1
GB_GCA_028818155.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA525;g__UBA525;s__UBA525_sp028818155	87.48	0.11	seawater	4	1	0	0	0	0	0	0
GB_GCA_021161255.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__B24;s__B24_sp021161255	95.62	1.16	marine hydrothermal sediment	3	1	0	0	0	0	1	1
RS_GCF_900198835.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus_henrietii	99.96	0.31	deep-sea hydrothermal vent	5	1	0	0	1	1	1	1
GB_GCA_001515205.2	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__Hadarchaeum_yellowstonense	95.23	1.15	hot spring sediments	1	1	0	0	0	0	3	1
GB_GCA_031283385.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__Bathycorpusculum;s__Bathycorpusculum_sp031283385	80.77	0.5	termite gut	1	1	0	0	0	0	0	0
GB_GCA_001940705.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45_sp001940705	85.23	5.7	Marine sediment	3	1	0	0	0	0	3	1
GB_GCA_002506705.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1_sp002506705	55.27	0.05	saline water (ENVO:00002010); including plankton (ENVO:xxxxxxxx)	0	0	0	0	0	0	1	1
GB_GCA_023485505.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJZYD01;s__JAJZYD01_sp023485505	73.46	0.11	Fankou acid mine drainage sediment Core B	1	1	0	0	0	0	0	0
GB_GCA_035625455.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp035625455	94.99	2.57	none	0	0	0	0	0	0	0	0
GB_GCA_937906345.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__CALCXY01;g__CALCXY01;s__CALCXY01_sp937906345	77.06	0.59	marine metagenome	3	1	0	0	0	0	0	0
GB_GCA_023539445.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens_yellowstonensis	95.8	0.09	hot spring sediment from LGB-05 spring	0	0	0	0	0	0	1	1
GB_GCA_903930485.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__CAIYYO01;s__CAIYYO01_sp903930485	77.83	0.72	freshwater sediment	1	1	0	0	0	0	0	0
GB_GCA_030643285.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__DAOWMC01;s__DAOWMC01_sp030643285	64.99	1.01	cold seep	1	1	0	0	0	0	1	1
GB_GCA_016779705.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia_sp016779705	67.94	0.02	Brackish water; Black Sea St. 301	0	0	0	0	0	0	1	1
GB_GCA_016203335.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACQNA01;g__JACQNA01;s__JACQNA01_sp016203335	77.84	0.01	groundwater	0	0	0	0	0	0	0	0
GB_GCA_038850275.1	d__Archaea;p__Halobacteriota;c__JAWCLZ01;o__JAWCLZ01;f__JAWCLZ01;g__JAWCLZ01;s__JAWCLZ01_sp038850275	92.39	3.62	none	1	1	0	0	0	0	2	1
GB_GCA_016845825.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1_sp016845825	89.07	1.45	blue hole oxygen minimum zone seawater 60 m	0	0	0	0	1	1	1	1
GB_GCA_038883835.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA447;s__UBA447_sp038883835	68.82	0.27	none	1	1	0	0	0	0	0	0
GB_GCA_013138765.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp013138765	87.79	1.88	Glendhu Ridge methane seep	2	1	0	0	0	0	0	0
GB_GCA_021811935.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__DTJL01;g__JAKAPW01;s__JAKAPW01_sp021811935	85.14	0.3	acid mine drainage sediment	3	1	0	0	0	0	1	1
GB_GCA_017610405.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__ASMP01;s__ASMP01_sp017610405	71.98	0.09	marine sediment	1	1	0	0	0	0	0	0
GB_GCA_028279625.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp028279625	90.52	4.79	Coral skeleton	3	1	0	0	0	0	1	1
GB_GCA_022425185.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2_sp022425185	76.34	2.71	Surface seawater	0	0	0	0	0	0	1	1
GB_GCA_030637455.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp030637455	80.41	0.27	cold seep	5	1	0	0	0	0	0	0
RS_GCF_000018305.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga_maquilingensis	99.97	0.19	none	3	1	0	0	0	0	1	1
RS_GCF_038562635.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D_sp038562635	99.97	3.44	none	3	1	0	0	0	0	2	1
GB_GCA_016207225.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__JACQQB01;f__JACQQB01;g__JACQQB01;s__JACQQB01_sp016207225	73.46	0.29	groundwater	2	1	0	0	0	0	0	0
GB_GCA_001563305.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola_sp001563305	98.37	0.46	Ovine rumen	4	1	0	0	1	1	1	1
GB_GCA_013343275.1	d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__Nanohalovita;s__Nanohalovita_sp013343275	96.48	0.42	Dead Sea	3	1	0	0	0	0	1	1
GB_GCA_036228805.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1_sp036228805	70.6	1.69	none	0	0	0	0	0	0	0	0
GB_GCA_038880255.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__ARK-15;g__ARK-15;s__ARK-15_sp038880255	93.07	0.02	none	2	1	0	0	0	0	1	1
GB_GCA_030648285.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAUSIC01;s__JAUSIC01_sp030648285	84.68	0.49	groundwater	0	0	0	0	0	0	0	0
GB_GCA_018396395.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__JAGTQN01;g__JAGTQN01;s__JAGTQN01_sp018396395	82.6	1.23	Hot spring sediment	2	1	0	0	0	0	0	0
GB_GCA_037386545.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__Bathyarchaeum;s__Bathyarchaeum_sp037386545	87.68	0.97	none	0	0	0	0	0	0	1	1
GB_GCA_002505695.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1_sp002505695	67.48	0.26	saline water (ENVO:00002010); including plankton (ENVO:xxxxxxxx)	0	0	0	0	0	0	1	1
RS_GCF_029229925.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus_sp029229925	99.93	0.59	ENVO:01001050	1	1	0	0	0	0	2	1
GB_GCA_003034855.1	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__PZKD01;s__PZKD01_sp003034855	93.04	0.29	single cell amplified by MDA; Nereus Deep brine pool from the Red Sea	2	1	0	0	0	0	0	0
GB_GCA_018304545.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__CG10238-14;g__JAGVVZ01;s__JAGVVZ01_sp018304545	91.94	0.57	Rifle well FP-101 under high O2 conditions; 0.2 micron filter	0	0	0	0	0	0	1	1
GB_GCA_013360305.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__UBA10210;g__JABWCK01;s__JABWCK01_sp013360305	88.85	0.98	partial denitrification and anammox bioreactor	2	1	0	0	0	0	1	1
GB_GCA_023473425.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAMCYG01;s__JAMCYG01_sp023473425	89.36	1	Fankou acid mine drainage sediment Core B	1	1	0	0	0	0	0	0
GB_GCA_035297385.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__UBA11855;s__UBA11855_sp035297385	96.55	2.75	none	2	1	0	0	0	0	0	0
GB_GCA_003135575.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369_sp003135575	87.48	2.63	permafrost active layer soil	0	0	0	0	0	0	0	0
GB_GCA_035637195.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp035637195	85.52	4.12	none	4	1	0	0	0	0	1	1
RS_GCF_024266705.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema_gelatinilyticum	99.99	5.73	sediment	8	1	0	0	3	1	2	1
RS_GCF_000739555.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina_rubra	92.94	0.58	none	2	1	0	0	5	1	3	1
GB_GCA_003649155.1	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Culexarchaeales;f__Culexmicrobiaceae;g__Culexmicrobium;s__Culexmicrobium_sp003649155	57.74	0.29	deep-sea hydrothermal vent sediments from dive 4569_9 depth 9-12 cm	1	1	0	0	0	0	0	0
